#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2016 01 30 23 00 310  9.0 11.0   3.1    12    MM  MM 1017.2    MM   9.1    MM   MM +3.2    MM
2016 01 30 22 00 300 10.0 13.0   3.4    11    MM  MM 1016.7    MM   9.3    MM   MM +4.2    MM
2016 01 30 20 00 290 11.0 13.0   3.4    11    MM  MM 1014.0    MM   9.2    MM   MM +3.1    MM
2016 01 30 19 00 290 11.0 14.0   3.5    11    MM  MM 1012.5    MM   9.2    MM   MM +1.7    MM
2016 01 30 18 00 300 10.0 13.0   3.4    12    MM  MM 1011.5    MM   8.4    MM   MM +1.4    MM
2016 01 30 17 00 310 10.0 12.0   3.5    11    MM  MM 1010.9    MM   8.6    MM   MM +2.5    MM
2016 01 30 16 00 310 10.0 13.0   3.4    12    MM  MM 1010.8    MM   9.2    MM   MM +4.0    MM
2016 01 30 15 00 320 10.0 14.0   3.5    14    MM  MM 1010.1    MM   9.9    MM   MM +4.9    MM
2016 01 30 14 00 320 11.0 13.0   3.6    14    MM  MM 1008.4    MM  10.0    MM   MM +5.1    MM
2016 01 30 13 00 330 11.0 13.0   3.9    13    MM  MM 1006.8    MM  10.2    MM   MM +5.3    MM
2016 01 30 12 00 330 11.0 14.0   4.1    11    MM  MM 1005.2    MM  10.7    MM   MM +5.3    MM
2016 01 30 11 00 340 12.0 14.0   4.2    12    MM  MM 1003.3    MM  10.8    MM   MM +5.3    MM
2016 01 30 09 00 340 12.0 16.0   4.6    13    MM  MM  999.9    MM  11.0    MM   MM +3.4    MM
2016 01 30 08 00 340 12.0   MM   4.4    13    MM  MM  998.0    MM  11.0    MM   MM +2.7    MM
2016 01 30 07 00 340 11.0 15.0   4.5    14    MM  MM  997.9    MM  11.0    MM   MM +3.3    MM
2016 01 30 06 00 320 10.0 13.0   4.7    14    MM  MM  996.5    MM  11.0    MM   MM +2.9    MM
2016 01 30 05 00 320 11.0   MM    MM    MM    MM  MM  995.3    MM  10.9    MM   MM   MM    MM
2016 01 30 04 00 300 11.0 13.0   4.5    11    MM  MM  994.6    MM  11.1    MM   MM +3.3    MM
2016 01 30 03 00 300 11.0 14.0   4.2    10    MM  MM  993.6    MM  11.3    MM   MM   MM    MM
2016 01 30 01 00 300 13.0   MM    MM    MM    MM  MM  991.3    MM    MM    MM   MM   MM    MM
2016 01 29 23 00 290 16.0 20.0   3.5     8    MM  MM  987.1    MM  11.1    MM   MM +8.9    MM
2016 01 29 22 00 350 16.0   MM    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2016 01 29 21 00 340 20.0 24.0   3.5     7    MM  MM  979.3    MM  11.3    MM   MM +2.6    MM
2016 01 29 20 00 310 22.0   MM    MM    MM    MM  MM  978.2    MM    MM    MM   MM -4.5    MM
2016 01 29 19 00 350 18.0   MM    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2016 01 29 18 00  20 19.0 24.0   2.0     5    MM  MM  976.7    MM  10.7    MM   MM -14.8    MM
2016 01 29 17 00  10 14.0 18.0   1.5     6    MM  MM  982.7    MM  10.7    MM   MM -11.5    MM
2016 01 29 16 00  10 11.0 13.0   1.4     6    MM  MM  987.6    MM  11.2    MM   MM -9.9    MM
2016 01 29 15 00  20  9.0 11.0   1.4     8    MM  MM  991.5    MM  11.6    MM   MM -8.4    MM
2016 01 29 14 00  40  9.0 11.0   1.5     9    MM  MM  994.2    MM  11.3    MM   MM -6.7    MM
2016 01 29 13 00  50  8.0  9.0   1.5     6    MM  MM  997.5    MM  11.0    MM   MM -4.6    MM
2016 01 29 12 00  50  8.0  9.0   1.7     8    MM  MM  999.9    MM  10.6    MM   MM -2.5    MM
2016 01 29 11 00  20  8.0  9.0   1.6     8    MM  MM 1000.9    MM  10.5    MM   MM -3.3    MM
2016 01 29 10 00  10  5.0  6.0   1.6     8    MM  MM 1002.1    MM  10.2    MM   MM -3.7    MM
2016 01 29 09 00  30  5.0  6.0   1.7     8    MM  MM 1002.4    MM  10.0    MM   MM -3.7    MM
2016 01 29 08 00  20  4.0  5.0   1.8     8    MM  MM 1004.2    MM   9.8    MM   MM -3.1    MM
2016 01 29 07 00  10  2.0  3.0   1.9     9    MM  MM 1005.8    MM  10.0    MM   MM -2.7    MM
2016 01 29 06 00 350  2.0  4.0   2.0    10    MM  MM 1006.1    MM  10.0    MM   MM -2.8    MM
2016 01 29 05 00   0  2.0  3.0   2.1     7    MM  MM 1007.3    MM  10.1    MM   MM -2.5    MM
2016 01 29 04 00 350  2.0  4.0   2.0    10    MM  MM 1008.5    MM  10.1    MM   MM -1.7    MM
2016 01 29 03 00  30  2.0  3.0   2.2     9    MM  MM 1008.9    MM  10.2    MM   MM -2.5    MM
2016 01 29 02 00  80  2.0  4.0   1.9     9    MM  MM 1009.8    MM  10.5    MM   MM -2.4    MM
2016 01 29 01 00  70  5.0  6.0   1.9    10    MM  MM 1010.2    MM  10.1    MM   MM -2.1    MM
2016 01 29 00 00  60  6.0  8.0   2.0     9    MM  MM 1011.4    MM   9.7    MM   MM -1.7    MM
2016 01 28 23 00  60  7.0 10.0   1.9     9    MM  MM 1012.2    MM   9.5    MM   MM -2.0    MM
2016 01 28 22 00  90 10.0 12.0   2.0     9    MM  MM 1012.3    MM   9.5    MM   MM -3.0    MM
2016 01 28 21 00 100  9.0 11.0   1.9     8    MM  MM 1013.1    MM   9.9    MM   MM -3.6    MM
2016 01 28 20 00 100  9.0 11.0   1.9    10    MM  MM 1014.2    MM  10.6    MM   MM -3.5    MM
2016 01 28 19 00 100  9.0 11.0   1.9    10    MM  MM 1015.3    MM  11.1    MM   MM -3.5    MM
2016 01 28 18 00 100  7.0  9.0   2.2    10    MM  MM 1016.7    MM  10.9    MM   MM -2.7    MM
2016 01 28 17 00 100  5.0  7.0   2.3    10    MM  MM 1017.7    MM  10.4    MM   MM -1.9    MM
2016 01 28 16 00 130  5.0  7.0   2.6    10    MM  MM 1018.8    MM   9.7    MM   MM -0.8    MM
2016 01 28 15 00 120  5.0  7.0   2.4    10    MM  MM 1019.4    MM   8.6    MM   MM +0.1    MM
2016 01 28 14 00 120  5.0  6.0   2.6    10    MM  MM 1019.6    MM   7.7    MM   MM +0.3    MM
2016 01 28 13 00 120  5.0  6.0   2.6    11    MM  MM 1019.6    MM   7.4    MM   MM +1.2    MM
2016 01 28 12 00  90  3.0  4.0   2.4    11    MM  MM 1019.3    MM   7.2    MM   MM +1.4    MM
2016 01 28 11 00  90  2.0  3.0   2.2    10    MM  MM 1019.3    MM   7.0    MM   MM +1.5    MM
2016 01 28 10 00  20  4.0  6.0   2.5    10    MM  MM 1018.4    MM   7.0    MM   MM   MM    MM
2016 01 28 09 00  10  6.0  7.0   2.6    11    MM  MM 1017.9    MM   6.9    MM   MM +1.3    MM
2016 01 28 08 00  MM  5.0  7.0   2.6    11    MM  MM 1017.8    MM   6.8    MM   MM +1.6    MM
2016 01 28 06 00 320  7.0  8.0   2.5     9    MM  MM 1016.6    MM   6.7    MM   MM +0.9    MM
2016 01 28 05 00 310  8.0 10.0   2.4    10    MM  MM 1016.2    MM   6.7    MM   MM +1.4    MM
2016 01 28 04 00 300  9.0 11.0   2.7    10    MM  MM 1015.9    MM   6.7    MM   MM +1.9    MM
2016 01 28 03 00 300  8.0 10.0   2.9    10    MM  MM 1015.7    MM   6.7    MM   MM   MM    MM
2016 01 28 02 00 310  9.0 11.0   3.0     9    MM  MM 1014.8    MM   6.9    MM   MM +2.8    MM
2016 01 28 01 00 300 10.0 12.0   2.9    10    MM  MM 1014.0    MM   9.5    MM   MM +3.1    MM
2016 01 27 23 00 290 11.0 13.0   2.9     9    MM  MM 1012.0    MM   9.2    MM   MM   MM    MM
2016 01 27 22 00 280 11.0 13.0   2.8    10    MM  MM 1010.9    MM   8.1    MM   MM +1.1    MM
2016 01 27 21 00 280 11.0 14.0   2.7    10    MM  MM 1010.1    MM   7.9    MM   MM +0.1    MM
2016 01 27 19 00 270  8.0 10.0   2.9     8    MM  MM 1009.8    MM   8.3    MM   MM -1.7    MM
2016 01 27 18 00 260  5.0  7.0   2.8     9    MM  MM 1010.0    MM   9.4    MM   MM -2.1    MM
2016 01 27 17 00 280  6.0  8.0   2.8     8    MM  MM 1010.8    MM  10.4    MM   MM   MM    MM
2016 01 27 16 00 270  6.0  8.0   2.9     8    MM  MM 1011.5    MM   9.1    MM   MM -1.2    MM
2016 01 27 15 00 260  7.0  9.0   2.6     8    MM  MM 1012.1    MM   7.9    MM   MM -0.5    MM
2016 01 27 13 00 240  8.0 10.0   3.1     9    MM  MM 1012.7    MM   8.3    MM   MM -0.6    MM
2016 01 27 12 00 230  9.0 11.0   2.7     8    MM  MM 1012.6    MM  10.7    MM   MM -0.5    MM
2016 01 27 11 00 230 11.0 13.0   2.8     9    MM  MM 1012.9    MM  10.4    MM   MM +0.0    MM
2016 01 27 10 00 240 12.0 14.0   3.1     9    MM  MM 1013.3    MM  10.3    MM   MM +0.1    MM
2016 01 27 09 00 240 13.0 17.0   3.4     8    MM  MM 1013.1    MM  10.0    MM   MM   MM    MM
2016 01 27 08 00 240 14.0   MM    MM    MM    MM  MM 1012.9    MM   9.8    MM   MM -0.7    MM
2016 01 27 07 00 240 14.0 17.0   3.7     9    MM  MM 1013.2    MM   9.1    MM   MM -1.0    MM
2016 01 27 05 00 230 14.0 16.0   3.4     8    MM  MM 1013.6    MM   8.8    MM   MM -1.8    MM
2016 01 27 04 00 220 12.0 14.0   3.6     8    MM  MM 1014.2    MM   8.7    MM   MM -2.4    MM
2016 01 27 03 00 210 12.0 14.0   3.5     8    MM  MM 1014.7    MM   8.9    MM   MM -2.7    MM
2016 01 27 02 00 210 13.0 16.0   3.4     8    MM  MM 1015.4    MM   8.9    MM   MM -2.4    MM
2016 01 27 01 00 210 11.0 13.0   3.3     8    MM  MM 1016.6    MM   8.9    MM   MM -1.7    MM
2016 01 27 00 00 210 10.0 13.0   3.2     8    MM  MM 1017.4    MM   8.9    MM   MM -1.7    MM
2016 01 26 23 00 210 10.0 12.0   2.8     7    MM  MM 1017.8    MM   8.5    MM   MM -1.9    MM
2016 01 26 22 00 210 11.0 13.0   2.7     8    MM  MM 1018.3    MM   8.2    MM   MM -2.5    MM
2016 01 26 21 00 210 11.0 13.0   2.5     7    MM  MM 1019.1    MM   8.1    MM   MM -2.7    MM
2016 01 26 20 00 200 10.0 12.0   2.4    10    MM  MM 1019.7    MM   8.1    MM   MM -3.6    MM
2016 01 26 19 00 200  9.0 11.0   2.3     6    MM  MM 1020.8    MM   8.2    MM   MM -3.9    MM
2016 01 26 18 00 210  9.0 11.0   2.3     6    MM  MM 1021.8    MM   8.2    MM   MM -4.2    MM
2016 01 26 17 00 220  9.0 11.0   2.3    11    MM  MM 1023.3    MM   8.1    MM   MM -3.1    MM
2016 01 26 16 00 220  8.0  9.0   2.1    10    MM  MM 1024.7    MM   8.1    MM   MM -1.9    MM
2016 01 26 15 00 230  8.0 10.0   2.1    10    MM  MM 1026.0    MM   8.1    MM   MM -0.7    MM
2016 01 26 14 00 230  8.0 10.0   2.1    11    MM  MM 1026.4    MM   8.1    MM   MM -0.3    MM
2016 01 26 13 00 250  8.0 10.0   2.1    10    MM  MM 1026.6    MM   7.9    MM   MM -0.2    MM
2016 01 26 12 00 240 10.0 13.0   2.0    11    MM  MM 1026.7    MM   8.0    MM   MM -0.6    MM
2016 01 26 11 00 220  8.0 10.0   1.8    12    MM  MM 1026.7    MM   7.9    MM   MM -1.3    MM
2016 01 26 10 00 180  6.0  8.0   1.9    12    MM  MM 1026.8    MM   7.9    MM   MM -1.8    MM
2016 01 26 09 00 200  5.0  6.0   2.0    11    MM  MM 1027.3    MM   7.7    MM   MM -0.8    MM
2016 01 26 08 00 180  4.0  6.0   2.0    10    MM  MM 1028.0    MM   7.6    MM   MM +0.2    MM
2016 01 26 07 00 190  4.0  7.0   1.9    11    MM  MM 1028.6    MM   7.6    MM   MM +0.7    MM
2016 01 26 06 00 180  4.0  6.0   2.2    11    MM  MM 1028.1    MM   7.6    MM   MM +0.3    MM
2016 01 26 05 00 150  2.0  4.0   2.2    12    MM  MM 1027.8    MM   7.6    MM   MM +0.0    MM
2016 01 26 04 00 180  2.0  3.0   2.1    10    MM  MM 1027.9    MM   7.6    MM   MM +0.5    MM
2016 01 26 03 00 200  1.0  2.0   2.2    10    MM  MM 1027.8    MM   7.6    MM   MM +0.7    MM
2016 01 26 02 00 280  1.0  3.0   2.3    10    MM  MM 1027.8    MM   7.6    MM   MM +1.0    MM
2016 01 26 01 00 300  1.0  3.0   2.7    11    MM  MM 1027.4    MM   7.7    MM   MM +1.6    MM
2016 01 26 00 00 330  2.0  4.0   2.8    11    MM  MM 1027.1    MM   7.7    MM   MM +2.2    MM
2016 01 25 23 00 320  4.0  6.0   2.8    11    MM  MM 1026.8    MM   7.8    MM   MM +2.8    MM
2016 01 25 22 00 320  5.0  7.0   3.0    11    MM  MM 1025.8    MM   7.9    MM   MM +2.4    MM
2016 01 25 21 00 310  6.0  8.0   3.1    12    MM  MM 1024.9    MM   8.2    MM   MM +1.9    MM
2016 01 25 20 00 310  7.0 11.0   3.4    11    MM  MM 1024.0    MM   8.5    MM   MM +1.3    MM
2016 01 25 19 00 310  8.0 10.0   3.1    11    MM  MM 1023.4    MM   8.5    MM   MM +1.2    MM
2016 01 25 18 00 310  8.0 11.0   3.0    12    MM  MM 1023.0    MM   8.5    MM   MM +1.4    MM
2016 01 25 17 00 310  8.0 10.0   3.2    11    MM  MM 1022.7    MM   8.4    MM   MM   MM    MM
2016 01 25 16 00 310  7.0  9.0   3.2    10    MM  MM 1022.2    MM   8.3    MM   MM   MM    MM
2016 01 25 15 00 320  6.0  8.0   3.3    12    MM  MM 1021.6    MM   8.2    MM   MM   MM    MM
2016 01 25 14 00 320  6.0  8.0   3.4    11    MM  MM 1020.1    MM   8.1    MM   MM   MM    MM
2016 01 25 13 00 330  6.0  8.0   3.6    11    MM  MM 1018.9    MM   8.0    MM   MM   MM    MM
2016 01 25 11 00 330  7.0 10.0   4.2    11    MM  MM 1016.9    MM   8.1    MM   MM +3.7    MM
2016 01 25 10 00 330  8.0 10.0   4.5    12    MM  MM 1015.7    MM   8.0    MM   MM +3.4    MM
2016 01 25 09 00 340  8.0 11.0   4.6    12    MM  MM 1014.6    MM   8.0    MM   MM +3.1    MM
2016 01 25 08 00 350  8.0 10.0   5.4    12    MM  MM 1013.2    MM   8.5    MM   MM +2.8    MM
2016 01 25 07 00 360  8.0   MM    MM    MM    MM  MM 1012.3    MM   9.2    MM   MM   MM    MM
2016 01 25 06 00 350  9.0 11.0   5.3    11    MM  MM 1011.5    MM   9.4    MM   MM +3.1    MM
2016 01 25 05 00 350 10.0 13.0   5.9    12    MM  MM 1010.4    MM   9.4    MM   MM +2.7    MM
2016 01 25 04 00  10 10.0 14.0   5.3    12    MM  MM 1009.4    MM   9.3    MM   MM +3.0    MM
2016 01 25 03 00   0 11.0 15.0   5.6    12    MM  MM 1008.4    MM   9.1    MM   MM +3.4    MM
2016 01 25 02 00  10 12.0 15.0   5.7    11    MM  MM 1007.7    MM   8.8    MM   MM +4.7    MM
2016 01 25 01 00  20 13.0 16.0   5.7    12    MM  MM 1006.4    MM   8.6    MM   MM +5.1    MM
2016 01 25 00 00  10 14.0   MM   6.6    12    MM  MM 1005.0    MM   8.3    MM   MM +5.2    MM
2016 01 24 23 00  20 16.0 20.0   6.1    12    MM  MM 1003.0    MM   8.2    MM   MM   MM    MM
2016 01 24 22 00  20 16.0 20.0   7.4    12    MM  MM 1001.3    MM   8.1    MM   MM   MM    MM
2016 01 24 21 00  20 17.0 21.0   7.3    13    MM  MM  999.8    MM   8.0    MM   MM +4.3    MM
2016 01 24 18 00  20 18.0   MM    MM    MM    MM  MM  995.5    MM    MM    MM   MM +0.7    MM
2016 01 24 16 00  30 19.0 24.0   7.7    11    MM  MM  994.8    MM   7.8    MM   MM +0.9    MM
2016 01 24 15 00  40 18.0 23.0   8.2    12    MM  MM  994.8    MM   7.7    MM   MM +1.5    MM
2016 01 24 14 00  40 19.0 25.0   7.7    13    MM  MM  994.0    MM   7.6    MM   MM +1.1    MM
2016 01 24 13 00  40 18.0 24.0   8.7    12    MM  MM  993.9    MM   7.6    MM   MM +1.3    MM
2016 01 24 12 00  50 20.0   MM   8.9    12    MM  MM  993.3    MM   8.1    MM   MM +0.1    MM
2016 01 24 11 00  50 19.0   MM    MM    MM    MM  MM  992.9    MM   8.2    MM   MM -1.0    MM
2016 01 24 10 00  50 20.0 26.0   7.3    11    MM  MM  992.6    MM   8.0    MM   MM -2.2    MM
2016 01 24 09 00  50 20.0 27.0   6.8    11    MM  MM  993.2    MM   7.6    MM   MM -3.3    MM
2016 01 24 08 00  50 20.0 25.0   6.8    10    MM  MM  993.9    MM   7.3    MM   MM -4.7    MM
2016 01 24 07 00  50 21.0 27.0   7.0    11    MM  MM  994.8    MM   7.1    MM   MM -5.6    MM
2016 01 24 06 00  50 20.0 25.0   5.5    10    MM  MM  996.5    MM   6.9    MM   MM -5.1    MM
2016 01 24 05 00  60 19.0 24.0   5.3     9    MM  MM  998.6    MM   6.9    MM   MM -5.3    MM
2016 01 24 04 00  50 19.0 24.0   4.8     9    MM  MM 1000.4    MM   6.8    MM   MM -4.6    MM
2016 01 24 03 00  60 18.0 23.0   4.5     8    MM  MM 1001.6    MM   6.7    MM   MM -5.0    MM
2016 01 24 02 00  60 18.0 22.0   3.8     7    MM  MM 1003.9    MM   6.6    MM   MM -3.6    MM
2016 01 24 01 00  60 17.0   MM   3.7     7    MM  MM 1005.0    MM   6.6    MM   MM -4.8    MM
2016 01 24 00 00  70 16.0 20.0   3.1     7    MM  MM 1006.6    MM   6.5    MM   MM -5.7    MM
2016 01 23 23 00  70 16.0 20.0   2.6     6    MM  MM 1007.5    MM   6.5    MM   MM -5.8    MM
2016 01 23 22 00  70 16.0 20.0   2.1     6    MM  MM 1009.8    MM   6.5    MM   MM -3.8    MM
2016 01 23 21 00  70 14.0 17.0   1.7     5    MM  MM 1012.3    MM   6.5    MM   MM -3.2    MM
2016 01 23 20 00  70 12.0 16.0   1.4     5    MM  MM 1013.3    MM   6.6    MM   MM -4.1    MM
2016 01 23 19 00  70 12.0 15.0   1.3    MM    MM  MM 1013.6    MM   6.6    MM   MM -5.4    MM
2016 01 23 18 00  70  9.0 12.0   1.1     7    MM  MM 1015.5    MM   6.6    MM   MM -4.2    MM
2016 01 23 17 00  60  8.0 10.0   1.1     8    MM  MM 1017.4    MM   6.6    MM   MM -1.2    MM
2016 01 23 16 00  60  6.0   MM    MM    MM    MM  MM 1019.0    MM    MM    MM   MM +0.2    MM
2016 01 23 15 00  80  5.0  6.0   1.1     7    MM  MM 1019.7    MM   6.6    MM   MM +0.1    MM
2016 01 23 14 00  50  7.0  8.0   1.2     7    MM  MM 1018.6    MM   6.7    MM   MM -0.9    MM
2016 01 23 13 00  30  7.0  9.0   1.2     7    MM  MM 1018.8    MM   6.7    MM   MM -0.3    MM
2016 01 23 12 00  30  5.0  7.0   1.4     8    MM  MM 1019.6    MM   6.6    MM   MM +0.7    MM
2016 01 23 11 00  10  5.0  7.0   1.3     8    MM  MM 1019.5    MM   6.7    MM   MM +0.5    MM
2016 01 23 10 00 360  5.0  7.0   1.4     8    MM  MM 1019.1    MM   6.7    MM   MM +0.2    MM
2016 01 23 09 00 350  6.0  8.0   1.5     8    MM  MM 1018.9    MM   6.7    MM   MM +0.3    MM
2016 01 23 08 00 350  7.0  9.0   1.7     8    MM  MM 1019.0    MM   6.7    MM   MM +0.6    MM
2016 01 23 07 00 340  7.0  9.0   1.9     8    MM  MM 1018.9    MM   6.8    MM   MM +0.8    MM
2016 01 23 06 00 330  8.0 11.0   2.1     8    MM  MM 1018.6    MM   6.8    MM   MM +0.6    MM
2016 01 23 05 00 330  8.0 10.0   2.1     8    MM  MM 1018.4    MM   6.8    MM   MM +1.5    MM
2016 01 23 04 00 340  8.0 12.0   2.2     8    MM  MM 1018.1    MM   6.8    MM   MM +1.1    MM
2016 01 23 03 00 330  9.0 12.0   2.3     7    MM  MM 1018.0    MM   6.8    MM   MM +1.8    MM
2016 01 23 02 00 330 10.0   MM   2.3     8    MM  MM 1016.9    MM   6.8    MM   MM +1.9    MM
2016 01 23 01 00 320 10.0 14.0   2.7     9    MM  MM 1017.0    MM   6.8    MM   MM +2.1    MM
2016 01 23 00 00 320 11.0 14.0   2.6     9    MM  MM 1016.2    MM   6.9    MM   MM +1.8    MM
2016 01 22 23 00 320 11.0 14.0   2.8     8    MM  MM 1015.0    MM   7.0    MM   MM +1.0    MM
2016 01 22 22 00 310 12.0 15.0   2.8     8    MM  MM 1014.9    MM   7.0    MM   MM +0.9    MM
2016 01 22 21 00 300 12.0 15.0   2.8     9    MM  MM 1014.4    MM   7.1    MM   MM +0.1    MM
2016 01 22 20 00 290 13.0 16.0   2.9     8    MM  MM 1014.0    MM   7.3    MM   MM -0.1    MM
2016 01 22 19 00 290 12.0 16.0   3.0     8    MM  MM 1014.0    MM   7.3    MM   MM +0.2    MM
2016 01 22 18 00 300 12.0 15.0   3.0     8    MM  MM 1014.3    MM   7.4    MM   MM +1.0    MM
2016 01 22 17 00 300 11.0 14.0   3.0     9    MM  MM 1014.1    MM   7.3    MM   MM +1.1    MM
2016 01 22 16 00 300 13.0 16.0   3.2     8    MM  MM 1013.8    MM   7.3    MM   MM   MM    MM
2016 01 22 15 00 310 13.0   MM    MM    MM    MM  MM 1013.3    MM    MM    MM   MM +1.9    MM
2016 01 22 14 00 310 13.0 16.0   3.2     9    MM  MM 1013.0    MM   7.4    MM   MM +2.3    MM
2016 01 22 12 00 310 14.0   MM    MM    MM    MM  MM 1011.4    MM    MM    MM   MM +1.8    MM
2016 01 22 11 00 300 13.0 16.0   2.9     8    MM  MM 1010.7    MM   7.4    MM   MM +1.5    MM
2016 01 22 10 00 310 13.0 17.0   2.8     9    MM  MM 1010.0    MM   7.2    MM   MM +0.9    MM
2016 01 22 09 00 310 12.0   MM    MM    MM    MM  MM 1009.6    MM    MM    MM   MM +0.7    MM
2016 01 22 08 00 300 12.0 15.0   2.7     7    MM  MM 1009.2    MM   7.0    MM   MM +0.4    MM
2016 01 22 07 00 310 12.0 16.0   3.0     8    MM  MM 1009.1    MM   6.9    MM   MM +0.5    MM
2016 01 22 06 00 310 12.0 17.0   2.8     8    MM  MM 1008.9    MM   6.8    MM   MM +0.7    MM
2016 01 22 05 00 310 13.0 16.0   3.0     8    MM  MM 1008.8    MM   7.0    MM   MM +0.9    MM
2016 01 22 04 00 310 12.0   MM   3.0     8    MM  MM 1008.6    MM   7.4    MM   MM +1.2    MM
2016 01 22 03 00 310 13.0 17.0   3.0     6    MM  MM 1008.2    MM   7.6    MM   MM +1.2    MM
2016 01 22 02 00 320 14.0 17.0   2.9     8    MM  MM 1007.9    MM   7.7    MM   MM +1.1    MM
2016 01 22 01 00 310 14.0 16.0   3.1     8    MM  MM 1007.4    MM   7.7    MM   MM +1.3    MM
2016 01 22 00 00 300 14.0 17.0   3.0     8    MM  MM 1007.0    MM   7.7    MM   MM +1.0    MM
2016 01 21 23 00 300 12.0 16.0   3.2     8    MM  MM 1006.8    MM   7.8    MM   MM +0.8    MM
2016 01 21 22 00 300 13.0 17.0   3.1     8    MM  MM 1006.1    MM   7.7    MM   MM   MM    MM
2016 01 21 21 00 300 14.0 17.0   3.1     8    MM  MM 1006.0    MM   7.8    MM   MM -0.2    MM
2016 01 21 20 00 300 13.0 17.0   3.1     8    MM  MM 1006.0    MM   7.9    MM   MM   MM    MM
2016 01 21 19 00 290 14.0   MM    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2016 01 21 18 00 300 13.0 17.0   3.1     8    MM  MM 1006.2    MM   8.4    MM   MM -1.3    MM
2016 01 21 15 00 290 12.0 16.0   3.3     9    MM  MM 1007.5    MM   7.8    MM   MM +0.1    MM
2016 01 21 14 00 300 12.0 16.0   3.3     9    MM  MM 1007.6    MM   8.1    MM   MM   MM    MM
2016 01 21 13 00 300 12.0 16.0   3.2     9    MM  MM 1007.5    MM   8.1    MM   MM +0.4    MM
2016 01 21 12 00 300 13.0 17.0   3.3     9    MM  MM 1007.4    MM   8.1    MM   MM +0.4    MM
2016 01 21 10 00 290 13.0 16.0   3.0    10    MM  MM 1007.1    MM   8.0    MM   MM -0.3    MM
2016 01 21 09 00 290 14.0 17.0   3.2     8    MM  MM 1007.0    MM   7.9    MM   MM -0.3    MM
2016 01 21 08 00 300 14.0   MM    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2016 01 21 07 00 290 13.0   MM    MM    MM    MM  MM 1007.4    MM   7.9    MM   MM -0.1    MM
2016 01 21 06 00 290 12.0 16.0   3.3    10    MM  MM 1007.3    MM   7.9    MM   MM +0.0    MM
2016 01 21 05 00 300 14.0   MM    MM    MM    MM  MM 1007.4    MM   7.9    MM   MM +0.2    MM
2016 01 21 04 00 300 13.0 17.0   3.5     8    MM  MM 1007.5    MM   7.9    MM   MM +0.4    MM
2016 01 21 03 00 290 13.0 16.0   3.5    10    MM  MM 1007.3    MM   7.9    MM   MM +0.4    MM
2016 01 21 02 00 290 13.0   MM    MM    MM    MM  MM 1007.2    MM    MM    MM   MM +0.5    MM
2016 01 21 01 00 300 13.0 17.0   3.6     9    MM  MM 1007.1    MM   7.9    MM   MM +0.7    MM
2016 01 21 00 00 280 13.0 17.0   3.9    10    MM  MM 1006.9    MM   7.8    MM   MM +0.7    MM
2016 01 20 23 00 280 14.0   MM    MM    MM    MM  MM 1006.7    MM    MM    MM   MM +0.7    MM
2016 01 20 22 00 280 13.0   MM   3.8     9    MM  MM 1006.4    MM   7.9    MM   MM +0.8    MM
2016 01 20 21 00 280 13.0 16.0   3.8     9    MM  MM 1006.2    MM   8.0    MM   MM +0.9    MM
2016 01 20 20 00 290 13.0 16.0   4.1    11    MM  MM 1006.0    MM   8.2    MM   MM +0.6    MM
2016 01 20 19 00 290 14.0 17.0   4.2     9    MM  MM 1005.6    MM   8.4    MM   MM -0.1    MM
2016 01 20 18 00 290 14.0 18.0   4.7    10    MM  MM 1005.3    MM   8.8    MM   MM   MM    MM
2016 01 20 17 00 300 16.0 21.0   4.8    10    MM  MM 1005.4    MM   9.1    MM   MM -0.3    MM
2016 01 20 16 00 300 16.0   MM   4.9    11    MM  MM 1005.7    MM   9.1    MM   MM +0.8    MM
2016 01 20 15 00 300 16.0   MM    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2016 01 20 14 00 300 15.0 20.0   5.1    11    MM  MM 1005.7    MM   8.9    MM   MM +3.2    MM
2016 01 20 13 00 310 15.0 20.0   4.9    11    MM  MM 1004.9    MM   8.9    MM   MM   MM    MM
2016 01 20 12 00 300 16.0 20.0   5.1    11    MM  MM 1003.7    MM   8.8    MM   MM +3.5    MM
2016 01 20 11 00 310 16.0 21.0   5.0    12    MM  MM 1002.5    MM   8.8    MM   MM +2.9    MM
2016 01 20 09 00 310 16.0   MM   5.0    11    MM  MM 1000.2    MM   8.7    MM   MM +2.1    MM
2016 01 20 08 00 310 16.0 21.0   5.5    11    MM  MM  999.6    MM   8.7    MM   MM   MM    MM
2016 01 20 06 00 310 16.0   MM    MM    MM    MM  MM  998.1    MM   9.0    MM   MM +1.2    MM
2016 01 20 03 00 320 16.0 20.0   5.4    11    MM  MM  996.9    MM   9.8    MM   MM +2.5    MM
2016 01 20 01 00 300 15.0 19.0   5.0    11    MM  MM  995.2    MM  10.0    MM   MM +2.2    MM
